,name,draft_year,prospect_gp,prospect_pim,prospect_pm,draft_round,pick_no,dob,birth_country,weight,shoots,prospect_category,amateur_league,amateur_team,200+games,birth_month,height_cm,translation_factor,eq_g,eq_a,eq_pts,oGVT,dGVT,overall_GVT,position_2
140,Scott Timmins,2009,72,69,4,6,165,1989-09-11,CAN,191,L,North American Skater,OHL,Windsor,0,9,180.34,0.31,8.25,9.17,17.41,-3.1,0.06,-3.04,F
141,Scott Valentine,2009,65,119,-6,6,166,1991-05-02,CAN,196,L,North American Skater,OHL,Oshawa,0,5,182.88,0.31,2.3,5.9,8.19,-1.29,-0.92,-2.21,D
142,Anton Blomqvist,2009,44,81,1,6,167,1990-03-07,SWE,189,L,European Skater,SWEDEN-JR.,Malmo Jr.,0,3,193.04,0.41,1.03,8.82,9.85,-1.06,-0.57,-1.63,D
143,David Shields,2009,61,28,24,6,168,1991-01-27,CAN,217,R,North American Skater,OHL,Erie,0,1,193.04,0.31,0.35,5.5,5.85,-1.63,-0.92,-2.55,D
144,Dustin Walsh,2009,53,36,0,6,169,1991-03-20,CAN,175,L,North American Skater,OJHL,Kingston,0,3,187.96,0.41,19.03,18.5,37.53,0.26,0.16,0.42000000000000004,F
145,Daniel Maggio,2009,44,60,-8,6,170,1991-03-04,CAN,210,R,North American Skater,OHL,Sudbury,0,3,187.96,0.31,0.96,6.7,7.66,-1.37,-0.92,-2.29,D
146,Eric Wellwood,2009,67,14,28,6,172,1990-03-06,CAN,168,L,North American Skater,OHL,Windsor,0,3,177.8,0.31,4.38,5.41,9.79,-4.37,0.06,-4.3100000000000005,F
147,Ashton Bernard,2009,53,111,0,6,174,1990-02-05,CAN,210,L,North American Skater,QMJHL,Shawinigan,0,2,190.5,0.25,0.78,0.26,1.04,-5.83,0.0,-5.83,F
148,Garrett Mitchell,2009,71,140,-15,6,175,1991-09-02,CAN,185,R,North American Skater,WHL,Regina,0,9,177.8,0.28,2.76,1.38,4.14,-5.31,0.03,-5.279999999999999,F
149,Tyler Randell,2009,73,99,-12,6,176,1991-06-15,CAN,200,R,North American Skater,OHL,Kitchener,0,6,185.42,0.31,7.03,3.82,10.85,-4.19,0.06,-4.130000000000001,F
150,David Pacan,2009,58,78,0,6,177,1991-03-31,CAN,212,R,North American Skater,CJHL,Cumberland,0,3,190.5,0.41,10.63,18.35,28.98,-1.17,0.16,-1.01,F
151,Rasmus Rissanen,2009,29,56,-2,6,178,1991-07-13,FIN,206,L,North American Skater,Finland Jr.,Kalpa Jr.,0,7,187.96,0.41,0.98,7.84,8.82,-1.2,-0.57,-1.77,D
152,Brandon Kozun,2009,72,58,50,6,179,1990-03-08,USA,170,R,North American Skater,WHL,Calgary,0,3,172.72,0.28,8.66,14.72,23.37,-2.1,0.03,-2.0700000000000003,F
153,Mitch Callahan,2009,74,190,12,6,180,1991-08-17,USA,185,R,North American Skater,WHL,Kelowna,0,8,177.8,0.28,3.71,3.71,7.42,-4.76,0.03,-4.7299999999999995,F
154,Viktor Ekbom,2009,43,28,-13,6,181,1989-06-01,SWE,211,L,European Skater,SWEDEN-2,Oskarshamn,0,6,193.04,0.62,1.54,3.84,5.37,-1.7,0.17,-1.53,D
155,Erik Haula,2009,53,46,0,7,182,1991-03-23,FIN,187,L,North American Skater,HIGH-MN,Shattuck-St. Mary's,1,3,182.88,0.41,13.74,30.66,44.4,1.4,0.16,1.5599999999999998,F
156,Kirill Gotovets,2009,54,70,0,7,183,1991-06-25,BLR,190,L,North American Skater,HIGH-MN,Shattuck-St. Mary's,0,6,180.34,0.41,3.68,13.16,16.84,-0.06,-0.57,-0.6299999999999999,D
157,Gus Young,2009,29,16,0,7,184,1991-07-10,USA,190,L,North American Skater,HIGH-MA,Nobles,0,7,187.96,0.41,4.9,28.41,33.31,2.29,-0.57,1.7200000000000002,D
158,Levko Koper,2009,71,57,31,7,185,1990-10-05,CAN,180,L,North American Skater,WHL,Spokane,0,10,182.88,0.28,6.03,9.43,15.46,-3.42,0.03,-3.39,F
159,Jordan Nolan,2009,64,158,-17,7,186,1989-06-23,CAN,216,L,North American Skater,OHL,Sault Ste. Marie,1,6,187.96,0.31,4.12,6.95,11.08,-4.15,0.06,-4.090000000000001,F
160,Steven Anthony,2009,67,47,-19,7,187,1991-03-21,CAN,195,L,North American Skater,QMJHL,Saint John,0,3,187.96,0.25,4.84,7.4,12.24,-3.96,0.0,-3.96,F
161,Barron Smith,2009,34,57,-9,7,188,1991-04-02,USA,218,R,North American Skater,OHL,Peterborough,0,4,195.58,0.31,0.0,1.25,1.25,-2.29,-0.92,-3.21,D
162,Marek Viedensky,2009,59,34,-13,7,189,1990-08-18,SVK,209,R,North American Skater,WHL,Prince George,0,8,193.04,0.28,4.46,6.69,11.16,-4.14,0.03,-4.109999999999999,F
163,Brad Peltz,2009,0,0,0,7,190,1989-10-02,USA,185,R,North American Skater,HIGH-CT,Avon Old Farms H.S.,0,10,185.42,0.41,,,,,0.16,,F
164,Michael Sdao,2009,51,162,0,7,191,1989-07-03,USA,221,L,North American Skater,USHL,Lincoln,0,7,193.04,0.41,1.28,2.99,4.28,-1.85,-0.57,-2.42,D
165,Cam Reid,2009,58,42,0,7,192,1991-08-25,CAN,194,L,North American Skater,BCHL,Westside,0,8,187.96,0.41,5.94,13.85,19.79,-2.7,0.16,-2.54,F
166,Anthony Hamburg,2009,46,38,0,7,193,1991-08-30,USA,198,R,North American Skater,MIDGET,Dallas Stars AAA,0,8,182.88,0.41,9.98,23.71,33.69,-0.39,0.16,-0.23,F
167,Maxime Legault,2009,63,66,22,7,194,1989-03-28,CAN,192,R,North American Skater,QMJHL,Shawinigan,0,3,187.96,0.25,5.91,3.37,9.29,-4.45,0.0,-4.45,F
168,Paul Phillips,2009,60,56,7,7,195,1991-07-16,USA,195,L,North American Skater,USHL,Cedar Rapids,0,7,182.88,0.41,3.81,11.9,15.7,-0.22,-0.57,-0.7899999999999999,D
169,Oliver Lauridsen,2009,28,38,-5,7,196,1989-03-24,DNK,232,L,North American Skater,WCHA,St. Cloud State,0,3,198.12,0.44,0.0,0.84,0.84,-2.34,-0.46,-2.8,D
170,Kyle Neuber,2009,59,135,1,7,197,1989-03-22,CAN,235,R,North American Skater,OHL,Mississauga St. Michael's,0,3,187.96,0.31,2.52,0.84,3.35,-5.44,0.06,-5.380000000000001,F
171,Nic Dowd,2009,46,73,8,7,198,1990-05-27,USA,182,R,North American Skater,NAHL,Wenatchee,1,5,185.42,0.41,8.15,16.82,24.98,-1.84,0.16,-1.6800000000000002,F
172,Michael Cichy,2009,56,23,-15,7,199,1990-07-08,USA,187,L,North American Skater,USHL,Indiana,0,7,180.34,0.41,14.35,17.73,32.09,-0.65,0.16,-0.49,F
173,Mikhail Pashnin,2009,37,44,7,7,200,1989-05-11,RUS,202,L,European Skater,RUSSIA-2,Mechel,0,5,185.42,0.41,1.18,2.95,4.13,-1.87,-0.57,-2.44,D
174,Gaelan Patterson,2009,71,41,31,7,201,1990-08-22,CAN,204,L,North American Skater,WHL,Saskatoon,0,8,182.88,0.28,5.1,8.11,13.22,-3.8,0.03,-3.77,F
175,Maxwell Tardy,2009,27,20,0,7,202,1990-10-27,USA,178,R,North American Skater,HIGH-MN,Duluth East H.S.,0,10,180.34,0.41,31.4,21.27,52.67,2.78,0.16,2.94,F
176,Jordan Samuels-Thomas,2009,59,59,17,7,203,1990-05-28,USA,198,L,North American Skater,USHL,Waterloo,0,5,190.5,0.41,12.72,8.74,21.46,-2.42,0.16,-2.26,F
177,Curtis Gedig,2009,46,18,0,7,204,1991-09-14,CAN,190,L,North American Skater,BCHL,Cowichan Valley,0,9,187.96,0.41,2.5,8.73,11.23,-0.86,-0.57,-1.43,D
178,Benjamin Casavant,2009,68,49,32,7,205,1991-01-21,CAN,210,L,North American Skater,QMJHL,PEI,0,1,185.42,0.25,9.71,10.2,19.91,-2.68,0.0,-2.68,F
179,Ben Sexton,2009,38,54,0,7,206,1991-06-06,CAN,182,R,North American Skater,CJHL,Nepean,0,6,180.34,0.41,10.42,15.64,26.06,-1.66,0.16,-1.5,F
180,Dominik Bielke,2009,55,106,2,7,207,1990-10-23,DEU,209,L,European Skater,GERMANY,Eisbaren Berlin,0,10,190.5,0.41,6.97,12.93,19.89,0.38,-0.57,-0.18999999999999995,D
181,Tommi Kivisto,2009,65,49,-9,7,208,1991-06-07,FIN,209,L,European Skater,WHL,Red Deer,0,6,185.42,0.28,0.3,6.24,6.54,-1.53,-1.02,-2.55,D
182,David Gilbert,2009,67,24,14,7,209,1991-02-09,CAN,205,L,North American Skater,QMJHL,Quebec,0,2,187.96,0.25,2.78,8.08,10.86,-4.19,0.0,-4.19,F
183,Adam Almquist,2009,41,44,0,7,210,1991-02-27,SWE,180,L,European Skater,SWEDEN-JR.,HV 71 Jr.,0,2,180.34,0.41,5.44,19.03,24.47,1.03,-0.57,0.4600000000000001,D
184,Taylor Hall,2010,61,58,54,1,1,1991-11-14,CAN,185,L,North American Skater,OHL,Windsor,1,11,182.88,0.31,15.26,23.73,38.99,0.5,0.06,0.56,F
185,Tyler Seguin,2010,63,54,17,1,2,1992-01-31,CAN,172,R,North American Skater,OHL,Plymouth,1,1,185.42,0.31,15.98,19.32,35.31,-0.11,0.06,-0.05,F
186,Erik Gudbranson,2010,41,68,11,1,3,1992-01-07,CAN,205,R,North American Skater,OHL,Kingston,1,1,193.04,0.31,1.02,10.69,11.71,-0.79,-0.92,-1.71,D
187,Ryan Johansen,2010,71,53,17,1,4,1992-07-31,CAN,192,R,North American Skater,WHL,Portland,1,7,187.96,0.28,6.87,12.09,18.95,-2.84,0.03,-2.81,F
188,Nino Niederreiter,2010,65,68,11,1,5,1992-09-08,CHE,216,L,North American Skater,WHL,Portland,1,9,187.96,0.28,10.86,7.24,18.09,-2.98,0.03,-2.95,F
189,Brett Connolly,2010,16,8,-3,1,6,1992-05-02,CAN,192,R,North American Skater,WHL,Prince George,1,5,187.96,0.28,12.02,10.82,22.83,-2.2,0.03,-2.1700000000000004,F
190,Jeff Skinner,2010,64,72,7,1,7,1992-05-16,CAN,197,L,North American Skater,OHL,Kitchener,1,5,177.8,0.31,16.71,13.37,30.09,-0.98,0.06,-0.9199999999999999,F
191,Alexander Burmistrov,2010,62,49,32,1,8,1991-10-21,RUS,187,L,North American Skater,OHL,Barrie,1,10,185.42,0.31,7.34,14.34,21.68,-2.39,0.06,-2.33,F
192,Mikael Granlund,2010,44,2,11,1,9,1992-02-26,FIN,183,L,European Skater,FINLAND,HIFK,1,2,177.8,0.46,9.23,19.19,28.42,-1.26,0.21,-1.05,F
193,Dylan McIlrath,2010,65,169,20,1,10,1992-04-20,CAN,212,R,North American Skater,WHL,Moose Jaw,0,4,193.04,0.28,2.07,5.03,7.1,-1.45,-1.02,-2.4699999999999998,D
194,Cam Fowler,2010,59,14,46,1,12,1991-12-05,CAN,190,L,North American Skater,OHL,Windsor,1,12,185.42,0.31,3.53,17.97,21.49,0.61,-0.92,-0.31000000000000005,D
195,Brandon Gormley,2010,61,54,30,1,13,1992-02-18,CAN,198,L,North American Skater,QMJHL,Moncton,0,2,187.96,0.25,2.79,10.03,12.82,-0.63,-1.12,-1.75,D
196,Jaden Schwartz,2010,60,18,-6,1,14,1992-06-25,CAN,180,L,North American Skater,USHL,Tri-City,1,6,177.8,0.41,15.62,23.68,39.3,0.55,0.16,0.7100000000000001,F
197,Derek Forbort,2010,91,72,12,1,15,1992-03-04,USA,198,L,North American Skater,USHL,USA U-18,1,3,193.04,0.41,2.76,10.11,12.87,-0.63,-0.57,-1.2,D
198,Vladimir Tarasenko,2010,43,18,10,1,16,1991-12-13,RUS,202,L,European Skater,RUSSIA,Novosibirsk,1,12,182.88,0.41,8.95,7.03,15.99,-3.33,0.16,-3.17,F
199,Joey Hishon,2010,36,26,10,1,17,1991-10-20,CAN,170,L,North American Skater,OHL,Owen Sound,0,10,177.8,0.31,9.19,13.79,22.98,-2.17,0.06,-2.11,F
200,Austin Watson,2010,61,55,16,1,18,1992-01-13,USA,198,R,North American Skater,OHL,Peterborough,1,1,190.5,0.31,8.22,12.32,20.53,-2.58,0.06,-2.52,F
201,Nick Bjugstad,2010,54,42,0,1,19,1992-07-17,USA,188,R,North American Skater,HIGH-MN,Blaine,1,7,193.04,0.41,22.21,20.63,42.83,1.14,0.16,1.2999999999999998,F
202,Beau Bennett,2010,56,20,0,1,20,1991-11-27,USA,173,R,North American Skater,BCHL,Penticton,1,11,182.88,0.41,20.13,38.79,58.92,3.82,0.16,3.98,F
203,Riley Sheahan,2010,37,22,-10,1,21,1991-12-07,CAN,202,L,North American Skater,CCHA,U. of Notre Dame,1,12,187.96,0.32,3.48,6.38,9.86,-4.36,0.07,-4.29,F
204,Jarred Tinordi,2010,65,105,14,1,22,1992-02-20,USA,213,L,North American Skater,USHL,USA U-18,0,2,198.12,0.41,2.57,4.72,7.29,-1.42,-0.57,-1.9899999999999998,D
205,Mark Pysyk,2010,48,47,-19,1,23,1992-01-11,CAN,182,R,North American Skater,WHL,Edmonton,1,1,187.96,0.28,2.75,6.68,9.43,-1.12,-1.02,-2.14,D
206,Kevin Hayes,2010,56,8,0,1,24,1992-05-08,USA,201,L,North American Skater,HIGH-MA,Nobles,1,5,187.96,0.41,24.13,37.2,61.33,4.22,0.16,4.38,F
207,Quinton Howden,2010,65,44,14,1,25,1992-01-21,CAN,182,L,North American Skater,WHL,Moose Jaw,0,1,187.96,0.28,8.16,10.79,18.95,-2.84,0.03,-2.81,F
208,Yevgeni Kuznetsov,2010,44,18,6,1,26,1992-05-19,RUS,198,L,European Skater,RUSSIA,Chelyabinsk,1,5,190.5,0.41,3.87,11.58,15.43,-3.43,0.16,-3.27,F
209,Charlie Coyle,2010,46,52,0,1,28,1992-03-02,USA,202,R,North American Skater,EJHL,South Shore,1,3,187.96,0.41,13.33,25.44,38.77,0.46,0.16,0.62,F
210,Emerson Etem,2010,72,26,8,1,29,1992-06-16,USA,195,L,North American Skater,WHL,Medicine Hat,0,6,185.42,0.28,9.97,7.54,17.51,-3.08,0.03,-3.0500000000000003,F
211,Brock Nelson,2010,52,52,8,1,30,1991-10-15,USA,205,L,North American Skater,HIGH-MN,Warroad,1,10,187.96,0.41,31.95,28.28,60.23,4.04,0.16,4.2,F
212,Tyler Pitlick,2010,38,27,-1,2,31,1991-11-01,USA,193,R,North American Skater,WCHA,Minnesota State,1,11,187.96,0.44,8.49,6.18,14.68,-3.55,0.19,-3.36,F
213,Jared Knight,2010,63,39,16,2,32,1992-01-16,USA,201,R,North American Skater,OHL,London,0,1,177.8,0.31,11.99,6.99,18.98,-2.84,0.06,-2.78,F
214,John McFarland,2010,64,70,-17,2,33,1992-04-02,CAN,192,R,North American Skater,OHL,Sudbury,0,4,182.88,0.31,6.62,9.93,16.54,-3.24,0.06,-3.18,F
215,Dalton Smith,2010,62,129,20,2,34,1992-06-30,CAN,205,L,North American Skater,OHL,Ottawa,0,6,187.96,0.31,7.28,7.97,15.25,-3.46,0.06,-3.4,F
216,Ludvig Rensfeldt,2010,45,53,0,2,35,1992-01-29,SWE,201,L,European Skater,SWEDEN-JR.,Brynas Jr.,0,1,190.5,0.41,16.03,22.2,38.24,0.37,0.16,0.53,F
217,Alexander Petrovic,2010,57,87,3,2,36,1992-03-03,CAN,200,R,North American Skater,WHL,Red Deer,1,3,193.04,0.28,2.67,6.34,9.01,-1.18,-1.02,-2.2,D
218,Justin Faulk,2010,60,66,6,2,37,1992-03-20,USA,196,R,North American Skater,USHL,USA U-18,1,3,182.88,0.41,9.8,5.6,15.4,-0.26,-0.57,-0.83,D
219,Jon Merrill,2010,80,32,3,2,38,1992-02-03,USA,198,L,North American Skater,USHL,USA U-18,1,2,190.5,0.41,2.08,12.49,14.57,-0.38,-0.57,-0.95,D
220,Brett Bulmer,2010,65,95,-7,2,39,1992-04-26,CAN,175,R,North American Skater,WHL,Kelowna,0,4,187.96,0.28,3.85,7.99,11.83,-4.03,0.03,-4.0,F
221,Christian Thomas,2010,64,27,-10,2,40,1992-05-26,CAN,174,R,North American Skater,OHL,Oshawa,0,5,175.26,0.31,13.71,8.36,22.07,-2.32,0.06,-2.26,F
222,Patrik Nemeth,2010,57,132,7,2,41,1992-02-08,SWE,216,L,European Skater,SWEDEN-JR.,AIK Jr.,1,2,193.04,0.41,0.48,11.2,11.68,-0.8,-0.57,-1.37,D
223,Devante Smith-Pelly,2010,60,35,27,2,42,1992-06-14,CAN,207,R,North American Skater,OHL,Mississauga,1,6,182.88,0.31,10.34,11.77,22.11,-2.32,0.06,-2.26,F
224,Brad Ross,2010,71,203,22,2,43,1992-05-28,CAN,183,L,North American Skater,WHL,Portland,0,5,182.88,0.28,7.35,11.16,18.51,-2.91,0.03,-2.8800000000000003,F
225,Sebastian Wannstrom,2010,53,57,-3,2,44,1991-03-03,SWE,180,R,European Skater,SWEDEN-JR.,Brynas Jr.,0,3,185.42,0.41,12.91,11.62,24.53,-1.91,0.16,-1.75,F
226,Ryan Spooner,2010,47,12,-5,2,45,1992-01-30,CAN,198,L,North American Skater,OHL,Peterborough,1,1,180.34,0.31,8.48,15.63,24.11,-1.98,0.06,-1.92,F
227,Martin Marincin,2010,35,71,-27,2,46,1992-02-18,SVK,209,L,European Skater,SLOVAKIA,Slovakia U20,1,2,193.04,0.41,1.59,3.18,4.78,-1.78,-0.57,-2.35,D
228,Tyler Toffoli,2010,65,54,25,2,47,1992-04-24,CAN,181,R,North American Skater,OHL,Ottawa,1,4,182.88,0.31,12.12,13.75,25.87,-1.69,0.06,-1.63,F
229,Curtis Hamilton,2010,26,6,9,2,48,1991-12-04,USA,209,L,North American Skater,WHL,Saskatoon,0,12,187.96,0.28,5.06,6.5,11.55,-4.08,0.03,-4.05,F
230,Connor Brickley,2010,66,74,-12,2,50,1992-02-25,USA,190,L,North American Skater,USHL,Des Moines,0,2,182.88,0.41,10.13,10.98,21.11,-2.48,0.16,-2.32,F
231,Calle Jarnkrok,2010,52,32,5,2,51,1991-09-25,SWE,174,R,European Skater,SWEDEN,Brynas,1,9,180.34,0.62,11.88,20.59,32.47,-0.59,0.37,-0.21999999999999997,F
232,Phil Lane,2010,64,52,-10,2,52,1992-05-29,USA,205,R,North American Skater,OHL,Brampton,0,5,190.5,0.31,6.01,4.68,10.7,-4.22,0.06,-4.16,F
233,Mark Alt,2010,46,18,0,2,53,1991-10-18,USA,199,R,North American Skater,HIGH-MN,Cretin-Derham,0,10,190.5,0.41,11.29,10.7,22.0,0.68,-0.57,0.1100000000000001,D
234,Justin Holl,2010,58,32,7,2,54,1992-01-30,USA,170,R,North American Skater,HIGH-MN,Minnetonka,1,1,187.96,0.41,11.0,11.0,22.01,0.68,-0.57,0.1100000000000001,D
235,Petr Straka,2010,62,54,-4,2,55,1992-06-15,CZE,195,L,European Skater,QMJHL,Rimouski,0,6,182.88,0.25,7.79,10.02,17.82,-3.03,0.0,-3.03,F
236,Johan Larsson,2010,44,82,0,2,56,1992-07-25,SWE,202,L,European Skater,SWEDEN-JR.,Brynas Jr.,1,7,182.88,0.41,10.38,12.98,23.36,-2.11,0.16,-1.95,F
237,Oscar Lindberg,2010,66,79,-7,2,57,1991-10-29,SWE,194,L,European Skater,SWEDEN-JR.,Skelleftea Jr.,1,10,185.42,0.41,6.21,9.94,16.16,-3.31,0.16,-3.15,F
238,Jason Zucker,2010,60,47,6,2,59,1992-01-16,USA,174,L,North American Skater,USHL,USA U-18,1,1,177.8,0.41,13.41,11.1,24.51,-1.91,0.16,-1.75,F
239,Stephen Johns,2010,85,96,12,2,60,1992-04-18,USA,215,R,North American Skater,USHL,USA U-18,0,4,190.5,0.41,1.32,7.62,8.95,-1.19,-0.57,-1.7599999999999998,D
240,Ryan Martindale,2010,61,37,2,3,61,1991-10-27,CAN,204,L,North American Skater,OHL,Ottawa,0,10,193.04,0.31,6.44,13.9,20.34,-2.61,0.06,-2.55,F
241,Greg McKegg,2010,67,32,18,3,62,1992-06-17,CAN,194,L,North American Skater,OHL,Erie,1,6,182.88,0.31,11.86,15.39,27.25,-1.46,0.06,-1.4,F
242,Brock Beukeboom,2010,66,64,-9,3,63,1992-04-01,USA,214,R,North American Skater,OHL,Sault Ste. Marie,0,4,187.96,0.31,2.24,6.1,8.34,-1.27,-0.92,-2.19,D
243,Max Reinhart,2010,72,38,12,3,64,1992-02-04,CAN,180,L,North American Skater,WHL,Kootenay,0,2,185.42,0.28,5.53,7.9,13.42,-3.76,0.03,-3.73,F
244,Kirill Kabanov,2010,22,34,4,3,65,1992-07-16,RUS,192,R,North American Skater,QMJHL,Moncton,0,7,187.96,0.25,7.92,10.29,18.21,-2.96,0.0,-2.96,F
245,Radko Gudas,2010,65,151,45,3,66,1990-06-05,CZE,205,R,North American Skater,WHL,Everett,1,6,182.88,0.28,1.6,6.88,8.48,-1.25,-1.02,-2.27,D
246,Danny Biega,2010,32,47,-2,3,67,1991-09-29,CAN,191,R,North American Skater,ECAC,Harvard U.,0,9,182.88,0.41,4.26,3.41,7.66,-1.37,-0.57,-1.94,D
247,Jerome Leduc,2010,68,16,26,3,68,1992-07-30,CAN,192,R,North American Skater,QMJHL,Rouyn-Noranda,0,7,185.42,0.25,5.12,6.66,11.78,-0.78,-1.12,-1.9000000000000001,D
248,Joe Basaraba,2010,52,39,0,3,69,1992-05-02,CAN,190,R,North American Skater,HIGH-MN,Shattuck-St. Mary's,0,5,187.96,0.41,13.0,11.91,24.91,-1.85,0.16,-1.6900000000000002,F
249,Jordan Weal,2010,72,54,3,3,70,1992-04-15,CAN,162,R,North American Skater,WHL,Regina,1,4,177.8,0.28,9.3,17.8,27.1,-1.48,0.03,-1.45,F
250,Michael Bournival,2010,58,37,1,3,71,1992-05-31,CAN,195,L,North American Skater,QMJHL,Shawinigan,0,5,182.88,0.25,7.14,11.3,18.45,-2.93,0.0,-2.93,F
251,Adam Janosik,2010,63,45,14,3,72,1992-09-07,SVK,186,L,North American Skater,QMJHL,Gatineau,0,9,180.34,0.25,2.5,7.22,9.72,-1.08,-1.12,-2.2,D
252,Joey Leach,2010,70,77,33,3,73,1992-01-29,CAN,204,L,North American Skater,WHL,Kootenay,0,1,190.5,0.28,0.81,6.23,7.04,-1.46,-1.02,-2.48,D
253,Max Gardiner,2010,43,54,0,3,74,1992-05-07,USA,201,L,North American Skater,HIGH-MN,Minnetonka,0,5,193.04,0.41,18.99,28.15,47.15,1.86,0.16,2.02,F
254,Kevin Sundher,2010,72,101,9,3,75,1992-01-18,CAN,176,L,North American Skater,WHL,Chilliwack,0,1,182.88,0.28,6.59,9.48,16.06,-3.32,0.03,-3.29,F
255,Jakub Culek,2010,63,54,0,3,76,1992-09-07,CZE,191,L,North American Skater,QMJHL,Rimouski,0,9,190.5,0.25,3.61,9.44,13.06,-3.82,0.0,-3.82,F
256,Alexander Guptill,2010,29,50,11,3,77,1992-03-05,CAN,185,L,North American Skater,CCHL,Orangeville,0,3,190.5,0.41,18.25,17.29,35.56,-0.07,0.16,0.09,F
257,Taylor Aronson,2010,71,65,13,3,78,1991-12-30,USA,201,R,North American Skater,WHL,Portland,0,12,185.42,0.28,1.33,6.64,7.97,-1.33,-1.02,-2.35,D
258,Sondre Olden,2010,56,44,0,3,79,1992-08-29,NOR,192,L,North American Skater,SWEDEN-JR.,Modo Jr.,0,8,193.04,0.41,14.35,19.47,33.82,-0.36,0.16,-0.19999999999999998,F
259,Bryan Rust,2010,93,30,15,3,80,1992-05-11,USA,191,R,North American Skater,USHL,USA U-18,1,5,182.88,0.41,10.9,11.8,22.7,-2.22,0.16,-2.06,F
260,Louis-Marc Aubry,2010,66,69,-5,3,81,1991-11-11,CAN,198,L,North American Skater,QMJHL,Montreal,0,11,193.04,0.25,3.79,4.55,8.34,-4.61,0.0,-4.61,F
261,Matt MacKenzie,2010,68,66,16,3,83,1991-10-15,CAN,191,R,North American Skater,WHL,Calgary,0,10,185.42,0.28,1.64,9.02,10.67,-0.94,-1.02,-1.96,D
262,Austin Levi,2010,68,116,10,3,85,1992-02-16,USA,192,L,North American Skater,OHL,Plymouth,0,2,190.5,0.31,0.93,2.79,3.72,-1.93,-0.92,-2.85,D
263,Stanislav Galiyev,2010,67,38,41,3,86,1992-01-17,RUS,186,R,European Skater,QMJHL,Saint John,0,1,185.42,0.25,3.79,11.36,15.15,-3.48,0.0,-3.48,F
264,Julian Melchiori,2010,39,16,0,3,87,1991-12-06,CAN,186,L,North American Skater,CCHL,Newmarket,0,12,190.5,0.41,4.93,11.29,16.21,-0.15,-0.57,-0.72,D
265,Max Gaede,2010,52,50,-6,3,88,1992-03-27,USA,191,R,North American Skater,HIGH-MN,Woodbury H.S.,0,3,187.96,0.41,12.93,14.54,27.47,-1.42,0.16,-1.26,F
266,Michael Chaput,2010,68,60,-12,3,89,1992-04-09,CAN,195,L,North American Skater,QMJHL,Lewiston,0,4,187.96,0.25,7.03,6.78,13.82,-3.7,0.0,-3.7,F
267,Joakim Nordstrom,2010,32,53,0,3,90,1992-02-25,SWE,205,L,European Skater,SWEDEN-JR.,AIK Jr.,1,2,187.96,0.41,6.1,8.71,14.81,-3.53,0.16,-3.3699999999999997,F
268,Jeremie Blain,2010,64,72,-22,4,91,1992-03-19,CAN,200,R,North American Skater,QMJHL,Acadie-Bathurst,0,3,190.5,0.25,1.07,9.08,10.14,-1.02,-1.12,-2.14,D
269,Benjamin Gallacher,2010,34,61,0,4,93,1992-09-11,CAN,185,L,North American Skater,AJHL,Camrose,0,9,180.34,0.41,2.53,16.04,18.57,0.19,-0.57,-0.37999999999999995,D
270,Brandon Archibald,2010,68,81,-11,4,94,1992-03-31,USA,218,R,North American Skater,OHL,Sault Ste. Marie,0,3,193.04,0.31,1.56,8.72,10.28,-1.0,-0.92,-1.92,D
271,Stephen Silas,2010,66,61,-27,4,95,1992-06-26,CAN,206,L,North American Skater,OHL,Belleville,0,6,182.88,0.31,1.3,14.65,15.95,-0.19,-0.92,-1.11,D
272,Geoff Schemitsch,2010,62,26,1,4,96,1992-04-01,CAN,190,R,North American Skater,OHL,Owen Sound,0,4,187.96,0.31,1.37,12.3,13.66,-0.51,-0.92,-1.4300000000000002,D
273,Craig Cunningham,2010,72,44,6,4,97,1990-09-13,CAN,180,R,North American Skater,WHL,Vancouver,0,9,177.8,0.28,7.65,12.41,20.07,-2.65,0.03,-2.62,F
274,Steven Shipley,2010,68,32,-18,4,98,1992-04-22,CAN,210,L,North American Skater,OHL,Owen Sound,0,4,190.5,0.31,7.2,12.53,19.72,-2.71,0.06,-2.65,F
275,Joonas Donskoi,2010,40,6,6,4,99,1992-04-13,FIN,187,R,European Skater,Finland Jr.,Karpat Jr.,1,4,182.88,0.41,11.91,11.91,23.81,-2.03,0.16,-1.8699999999999999,F
276,Andrew Yogan,2010,63,97,-10,4,100,1991-12-04,USA,205,L,North American Skater,OHL,Erie,0,12,190.5,0.31,8.25,9.9,18.14,-2.98,0.06,-2.92,F
277,Ivan Telegin,2010,51,20,2,4,101,1992-02-28,RUS,211,L,North American Skater,OHL,Saginaw,0,2,193.04,0.31,10.74,7.44,18.18,-2.97,0.06,-2.91,F
278,John Ramage,2010,41,51,16,4,103,1991-02-07,CAN,184,R,North American Skater,WCHA,U. of Wisconsin,0,2,182.88,0.44,1.18,5.92,7.11,-1.45,-0.46,-1.91,D
279,Jani Hakanpää,2010,35,71,0,4,104,1992-03-31,FIN,222,R,European Skater,FINLAND JR-2,Kiekko-Vantaa Jr.,1,3,200.66,0.41,2.4,13.61,16.01,-0.18,-0.57,-0.75,D
280,Justin Shugg,2010,71,45,25,4,105,1991-12-24,CAN,185,R,North American Skater,OHL,Windsor,0,12,180.34,0.31,12.05,13.23,25.28,-1.79,0.06,-1.73,F
